	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_04_WF_RNA_GV_totalRNA_Mll3KO_W5_rep1	220823_05_WF_RNA_GV_totalRNA_Mll3KO_W5_rep2	220823_06_WF_RNA_GV_totalRNA_Mll3KO_W5_rep3
ENSMUSG00000103749.1	1	0	0	0	0	0
ENSMUSG00000103751.1	0	0	0	0	0	0
ENSMUSG00000103753.1	0	0	0	0	0	0
ENSMUSG00000103754.1	0	0	0	0	0	0
ENSMUSG00000103755.1	0	0	0	0	0	0
ENSMUSG00000103756.1	1	4	2	1	5	3
ENSMUSG00000103759.1	0	0	0	0	0	1
ENSMUSG00000103760.1	0	3	2	0	0	1
ENSMUSG00000103761.1	0	0	0	0	0	0
ENSMUSG00000103762.1	0	0	0	0	0	0
ENSMUSG00000103763.1	0	0	0	0	0	0
ENSMUSG00000103764.1	0	0	0	0	0	0
ENSMUSG00000103765.1	0	0	0	0	0	0
ENSMUSG00000103766.5	0	0	1	0	1	0
ENSMUSG00000103767.1	0	0	0	0	0	0
ENSMUSG00000103768.1	0	0	0	0	0	0
ENSMUSG00000103769.1	0	0	0	0	0	1
ENSMUSG00000103770.1	0	0	0	0	0	0
ENSMUSG00000103771.1	0	0	0	0	0	0
ENSMUSG00000103772.1	0	0	0	0	0	0
ENSMUSG00000103774.1	0	0	0	1	0	0
ENSMUSG00000103775.1	0	0	0	0	0	0
ENSMUSG00000103776.1	0	0	0	0	0	0
ENSMUSG00000103778.1	0	0	0	0	0	1
ENSMUSG00000103779.1	0	2	4	1	1	0
ENSMUSG00000103780.1	0	0	1	0	0	0
ENSMUSG00000103781.1	0	0	0	0	0	0
ENSMUSG00000103783.1	1	0	2	0	0	0
ENSMUSG00000103784.1	0	0	0	0	0	0
ENSMUSG00000103785.1	0	0	0	0	0	0
ENSMUSG00000103786.1	0	0	2	0	0	0
ENSMUSG00000103788.1	0	0	0	0	0	0
ENSMUSG00000103789.1	0	0	0	0	0	0
ENSMUSG00000103790.1	0	0	0	0	0	0
ENSMUSG00000103791.1	0	0	1	0	1	0
ENSMUSG00000103792.1	0	0	2	2	2	2
ENSMUSG00000103793.1	0	0	0	0	0	0
ENSMUSG00000103794.1	0	0	0	0	0	0
ENSMUSG00000103797.1	0	0	0	0	0	0
ENSMUSG00000103798.1	0	0	0	0	0	0
ENSMUSG00000103799.1	43	0	0	38	36	44
ENSMUSG00000103800.1	0	0	0	0	0	1
ENSMUSG00000103801.1	0	2	2	2	3	0
ENSMUSG00000103803.1	0	0	0	0	0	0
ENSMUSG00000103804.1	0	0	0	0	0	0
ENSMUSG00000103805.1	0	0	0	0	2	0
ENSMUSG00000103807.1	0	0	0	0	0	0
ENSMUSG00000103808.1	0	1	3	1	1	0
ENSMUSG00000103809.1	0	0	0	0	0	0
ENSMUSG00000103810.1	0	0	0	0	0	0
ENSMUSG00000103811.1	0	0	0	0	0	0
ENSMUSG00000103814.1	0	0	0	0	0	0
ENSMUSG00000103815.1	0	0	0	0	0	0
ENSMUSG00000103816.1	0	0	0	0	0	0
ENSMUSG00000103817.1	2	0	0	0	0	0
ENSMUSG00000103818.1	0	0	0	0	0	0
ENSMUSG00000103819.1	0	1	1	0	1	2
ENSMUSG00000103821.1	2	1	0	1	3	6
ENSMUSG00000103822.1	0	0	0	0	0	0
ENSMUSG00000103823.1	1	2	3	1	0	0
ENSMUSG00000103824.1	0	0	2	0	0	0
ENSMUSG00000103825.1	0	0	0	0	0	0
ENSMUSG00000103827.1	3	1	2	3	4	1
ENSMUSG00000103828.1	0	0	0	0	0	0
ENSMUSG00000103830.1	1	0	0	0	0	0
ENSMUSG00000103831.1	1	0	0	0	0	0
ENSMUSG00000103832.1	0	3	1	3	4	1
ENSMUSG00000103833.1	5	5	7	7	12	7
ENSMUSG00000103834.1	1	0	0	0	0	0
ENSMUSG00000103835.1	0	0	0	0	0	0
ENSMUSG00000103837.1	0	0	0	0	0	0
ENSMUSG00000103839.1	1	0	0	1	1	0
ENSMUSG00000103840.1	0	0	0	1	0	0
ENSMUSG00000103841.1	0	0	0	0	0	0
ENSMUSG00000103843.1	0	0	0	0	0	1
ENSMUSG00000103844.1	0	0	0	0	0	0
ENSMUSG00000103845.1	8	8	11	5	4	3
ENSMUSG00000103846.1	0	0	0	0	0	0
ENSMUSG00000103847.1	0	0	2	1	0	0
ENSMUSG00000103848.1	0	0	0	0	0	0
ENSMUSG00000103849.1	0	0	0	0	1	0
ENSMUSG00000103850.1	0	0	0	0	0	0
ENSMUSG00000103851.1	1	0	0	1	0	0
ENSMUSG00000103852.1	0	0	0	0	0	0
ENSMUSG00000103854.1	0	0	1	0	0	0
ENSMUSG00000103856.1	0	0	0	0	0	0
ENSMUSG00000103857.1	1	2	0	0	4	0
ENSMUSG00000103858.1	0	0	0	0	0	0
ENSMUSG00000103859.1	0	0	0	0	0	0
ENSMUSG00000103860.1	0	0	0	0	0	0
ENSMUSG00000103862.3	0	0	0	0	0	0
ENSMUSG00000103863.2	0	0	0	0	0	0
ENSMUSG00000103864.1	0	0	0	1	0	1
ENSMUSG00000103865.1	0	0	0	0	0	0
ENSMUSG00000103867.1	0	0	0	0	0	0
ENSMUSG00000103869.1	0	0	0	1	0	0
ENSMUSG00000103870.1	0	0	0	0	0	0
ENSMUSG00000103873.1	0	0	0	0	0	0
ENSMUSG00000103874.1	0	0	0	0	0	0
ENSMUSG00000103875.1	0	0	0	0	0	0
ENSMUSG00000103876.1	0	0	0	0	0	0
ENSMUSG00000103877.2	0	0	0	0	0	0
ENSMUSG00000103878.1	0	0	0	0	0	0
ENSMUSG00000103880.1	0	0	0	1	1	0
ENSMUSG00000103881.1	0	0	0	0	0	0
ENSMUSG00000103882.1	0	0	0	0	0	0
ENSMUSG00000103883.1	0	0	0	0	0	0
ENSMUSG00000103884.1	0	0	0	0	0	0
ENSMUSG00000103885.1	0	1	0	0	0	0
ENSMUSG00000103886.1	0	0	1	0	0	0
ENSMUSG00000103887.1	0	0	0	0	0	0
ENSMUSG00000103889.1	0	0	1	0	0	0
ENSMUSG00000103890.1	0	0	0	0	0	0
ENSMUSG00000103891.1	3	0	0	0	0	0
ENSMUSG00000103893.1	0	0	0	0	0	0
ENSMUSG00000103895.1	0	0	0	0	0	0
ENSMUSG00000103896.1	0	0	0	0	0	0
ENSMUSG00000103897.1	0	0	0	0	0	1
ENSMUSG00000103898.1	0	0	0	0	0	0
ENSMUSG00000103899.1	4	4	2	0	0	2
ENSMUSG00000103900.1	1	2	2	2	1	7
ENSMUSG00000103901.1	1	1	3	3	4	1
ENSMUSG00000103902.1	0	0	0	0	0	0
ENSMUSG00000103903.1	0	0	0	0	0	0
ENSMUSG00000103904.1	0	0	0	0	0	0
ENSMUSG00000103905.1	0	0	1	0	1	0
ENSMUSG00000103906.1	8	3	26	17	16	15
ENSMUSG00000103907.1	0	1	3	1	0	1
ENSMUSG00000103908.1	0	0	0	0	0	0
ENSMUSG00000103911.1	0	0	0	0	0	0
ENSMUSG00000103912.1	159	77	159	142	160	173
ENSMUSG00000103913.1	0	0	0	0	0	0
ENSMUSG00000103914.1	0	0	0	0	0	0
ENSMUSG00000103915.1	0	0	0	0	0	0
ENSMUSG00000103916.1	1	0	0	0	0	0
ENSMUSG00000103918.1	0	0	0	0	0	0
ENSMUSG00000103920.1	0	1	0	0	0	0
ENSMUSG00000103921.1	4	4	6	5	7	3
ENSMUSG00000103922.1	0	1	1	0	1	0
ENSMUSG00000103923.1	3	0	0	0	4	0
ENSMUSG00000103924.1	0	0	0	0	0	0
ENSMUSG00000103925.1	1	0	3	1	0	4
ENSMUSG00000103926.1	0	0	0	0	0	0
ENSMUSG00000103927.1	0	0	0	0	0	0
ENSMUSG00000103928.1	0	0	0	0	0	0
ENSMUSG00000103929.1	0	2	0	0	0	0
ENSMUSG00000103930.1	0	0	0	0	0	0
ENSMUSG00000103931.1	13	15	45	20	18	14
ENSMUSG00000103932.1	1	0	0	0	1	0
ENSMUSG00000103933.1	0	0	0	0	1	1
ENSMUSG00000103934.1	0	0	0	0	0	0
ENSMUSG00000103935.1	0	0	0	0	0	0
ENSMUSG00000103936.1	0	0	0	0	0	0
ENSMUSG00000103937.1	0	1	0	0	1	1
ENSMUSG00000103938.1	0	0	0	0	0	0
ENSMUSG00000103939.1	0	0	0	0	0	0
ENSMUSG00000103940.1	0	0	0	0	0	0
ENSMUSG00000103942.1	0	0	0	0	0	0
ENSMUSG00000103944.1	0	0	0	0	0	0
ENSMUSG00000103945.1	4	1	9	1	3	1
ENSMUSG00000103947.1	0	0	0	0	1	0
ENSMUSG00000103948.1	1	0	2	2	2	3
ENSMUSG00000103949.1	1	0	0	0	0	0
ENSMUSG00000103950.1	0	0	0	0	0	0
ENSMUSG00000103951.1	0	0	0	0	0	0
ENSMUSG00000103952.1	2	0	0	0	0	0
ENSMUSG00000103953.1	0	0	1	0	0	0
ENSMUSG00000103955.1	0	0	0	0	0	0
ENSMUSG00000103956.1	0	0	0	0	0	0
ENSMUSG00000103957.1	0	0	0	0	0	0
ENSMUSG00000103958.1	0	0	1	0	0	0
ENSMUSG00000103959.2	0	0	0	0	0	0
ENSMUSG00000103960.1	0	0	0	0	0	0
ENSMUSG00000103961.1	0	0	0	0	0	0
ENSMUSG00000103962.1	0	0	0	0	0	0
ENSMUSG00000103963.1	0	0	0	0	0	0
ENSMUSG00000103964.1	0	0	0	0	0	0
ENSMUSG00000103965.1	0	1	1	0	1	0
ENSMUSG00000103966.1	18	10	13	14	15	15
ENSMUSG00000103967.1	0	0	0	0	0	0
ENSMUSG00000103968.1	0	0	0	0	0	0
ENSMUSG00000103970.1	0	0	0	0	0	0
ENSMUSG00000103971.1	0	0	0	0	0	0
ENSMUSG00000103972.1	0	0	0	0	0	0
ENSMUSG00000103973.1	0	0	0	0	0	0
ENSMUSG00000103975.1	1	0	0	0	1	0
ENSMUSG00000103976.1	1	1	9	2	1	1
ENSMUSG00000103978.1	0	0	0	0	0	0
ENSMUSG00000103979.1	0	1	2	0	1	1
ENSMUSG00000103980.1	1	0	0	0	0	0
ENSMUSG00000103981.1	0	0	0	0	0	0
ENSMUSG00000103983.1	1	0	1	0	0	0
ENSMUSG00000103984.1	1	0	1	0	0	1
ENSMUSG00000103985.1	0	0	0	0	2	0
ENSMUSG00000103986.1	0	0	0	0	0	0
ENSMUSG00000103989.1	0	0	0	0	0	0
ENSMUSG00000103990.1	0	0	0	0	0	0
ENSMUSG00000103991.1	0	0	0	0	0	0
ENSMUSG00000103992.1	1	2	10	2	3	3
ENSMUSG00000103993.1	0	0	0	0	0	0
ENSMUSG00000103995.1	0	0	0	0	0	0
ENSMUSG00000103996.1	0	0	0	0	0	0
ENSMUSG00000103997.1	0	0	0	0	0	0
ENSMUSG00000103998.1	65	41	57	47	51	34
ENSMUSG00000103999.1	0	0	0	0	0	1
ENSMUSG00000104000.1	0	0	0	0	0	0
ENSMUSG00000104001.1	0	0	0	0	0	0
ENSMUSG00000104002.2	1	0	2	2	1	1
ENSMUSG00000104004.1	1	1	0	1	1	0
ENSMUSG00000104006.1	0	0	0	0	0	0
ENSMUSG00000104007.1	0	0	0	0	0	0
ENSMUSG00000104009.1	1	1	0	0	0	1
ENSMUSG00000104010.1	0	0	0	0	0	0
ENSMUSG00000104011.1	0	0	0	0	0	0
ENSMUSG00000104012.1	0	3	3	2	0	2
ENSMUSG00000104013.1	0	0	0	0	0	0
ENSMUSG00000104014.1	0	0	0	0	0	0
ENSMUSG00000104015.1	53	51	118	49	65	85
ENSMUSG00000104016.1	1	0	1	0	0	0
ENSMUSG00000104017.1	0	0	0	0	0	0
ENSMUSG00000104018.1	0	0	0	0	0	0
ENSMUSG00000104020.1	0	0	0	0	0	0
ENSMUSG00000104021.1	28	28	52	1	0	0
ENSMUSG00000104022.1	0	0	2	0	0	0
ENSMUSG00000104023.1	0	0	0	0	0	0
ENSMUSG00000104025.1	1	0	1	0	0	0
ENSMUSG00000104026.1	1	0	1	0	1	1
ENSMUSG00000104027.1	0	1	0	0	0	0
ENSMUSG00000104028.1	0	1	0	0	0	0
ENSMUSG00000104029.1	0	0	0	0	0	0
ENSMUSG00000104030.1	0	0	0	0	0	2
ENSMUSG00000104031.1	31	23	23	21	15	29
ENSMUSG00000104033.1	0	0	0	0	0	0
ENSMUSG00000104034.1	0	1	2	0	0	1
ENSMUSG00000104035.1	0	0	0	0	0	0
ENSMUSG00000104036.1	0	0	0	0	0	0
ENSMUSG00000104037.1	1	0	0	0	0	0
ENSMUSG00000104038.1	0	0	0	0	0	0
ENSMUSG00000104039.1	0	0	0	0	1	0
ENSMUSG00000104040.1	0	0	0	0	0	0
ENSMUSG00000104041.1	0	0	0	0	0	0
ENSMUSG00000104043.1	1	0	0	1	0	2
ENSMUSG00000104044.1	0	1	1	0	0	0
ENSMUSG00000104045.1	0	0	0	0	0	0
ENSMUSG00000104046.1	0	0	0	0	0	0
ENSMUSG00000104051.1	0	0	0	0	1	0
ENSMUSG00000104052.1	1	0	1	0	0	1
ENSMUSG00000104053.1	0	0	0	0	0	0
ENSMUSG00000104054.1	0	0	0	0	0	0
ENSMUSG00000104055.1	0	0	0	0	0	0
ENSMUSG00000104057.1	0	0	0	0	0	0
ENSMUSG00000104058.1	0	0	0	0	0	0
ENSMUSG00000104059.1	32	22	45	32	22	23
ENSMUSG00000104060.1	0	0	1	0	1	1
ENSMUSG00000104061.1	0	0	0	0	1	0
ENSMUSG00000104063.1	1	0	0	0	0	1
ENSMUSG00000104065.1	0	0	0	0	0	0
ENSMUSG00000104066.1	0	0	0	0	0	0
ENSMUSG00000104067.1	0	0	0	0	0	0
ENSMUSG00000104068.1	0	0	0	0	0	0
ENSMUSG00000104069.1	0	0	0	0	0	0
ENSMUSG00000104071.1	0	0	0	0	0	0
ENSMUSG00000104072.1	0	0	0	0	0	0
ENSMUSG00000104073.1	0	0	0	0	0	0
ENSMUSG00000104074.1	0	0	0	0	0	0
ENSMUSG00000104075.1	0	0	0	0	0	0
ENSMUSG00000104076.1	0	0	0	0	0	0
ENSMUSG00000104077.1	0	0	0	0	0	0
ENSMUSG00000104078.1	2	0	4	0	0	0
ENSMUSG00000104079.1	0	0	0	0	0	0
ENSMUSG00000104080.1	0	0	0	0	0	0
ENSMUSG00000104081.1	0	0	0	0	0	0
ENSMUSG00000104082.1	0	2	0	3	1	2
ENSMUSG00000104083.1	0	0	0	0	0	0
ENSMUSG00000104084.1	0	0	0	0	0	0
ENSMUSG00000104086.1	0	0	0	0	0	0
ENSMUSG00000104087.1	0	0	0	0	0	0
ENSMUSG00000104088.1	0	0	0	0	0	0
ENSMUSG00000104089.1	0	0	0	0	0	0
ENSMUSG00000104091.1	0	0	0	0	0	0
ENSMUSG00000104092.2	0	0	0	0	0	0
ENSMUSG00000104093.1	0	0	0	0	0	0
ENSMUSG00000104094.1	0	0	0	0	0	1
ENSMUSG00000104095.1	0	0	0	0	0	0
ENSMUSG00000104096.1	205	148	269	131	177	213
ENSMUSG00000104097.1	0	0	0	0	0	0
ENSMUSG00000104098.1	467	384	557	417	397	412
ENSMUSG00000104099.1	0	0	1	0	0	0
ENSMUSG00000104100.1	0	0	2	0	0	5
ENSMUSG00000104101.1	0	0	0	0	1	0
ENSMUSG00000104102.1	24	10	32	7	10	9
ENSMUSG00000104103.1	0	2	8	4	1	5
ENSMUSG00000104104.1	0	0	0	0	0	0
ENSMUSG00000104105.1	0	0	0	0	0	0
ENSMUSG00000104106.1	8	1	10	8	10	11
ENSMUSG00000104107.1	1	1	10	1	1	2
ENSMUSG00000104108.1	0	1	0	0	0	0
ENSMUSG00000104109.1	2	0	2	1	6	3
ENSMUSG00000104110.1	0	0	0	0	0	0
ENSMUSG00000104111.1	0	0	0	0	0	0
ENSMUSG00000104112.1	0	0	0	0	0	0
ENSMUSG00000104113.1	0	0	0	0	0	0
ENSMUSG00000104114.1	3	2	2	2	1	1
ENSMUSG00000104115.1	0	0	0	0	0	0
ENSMUSG00000104116.1	1	0	0	0	3	1
ENSMUSG00000104117.5	0	0	0	0	0	0
ENSMUSG00000104118.1	0	0	0	0	0	0
ENSMUSG00000104120.1	0	0	0	0	0	0
ENSMUSG00000104121.1	0	0	3	0	0	0
ENSMUSG00000104122.1	0	1	0	0	0	0
ENSMUSG00000104123.1	0	0	0	0	1	0
ENSMUSG00000104125.1	0	0	1	0	1	0
ENSMUSG00000104126.1	5	9	5	2	5	1
ENSMUSG00000104129.1	0	0	0	0	0	0
ENSMUSG00000104130.1	0	0	0	0	0	0
ENSMUSG00000104132.1	0	1	0	0	0	0
ENSMUSG00000104133.1	0	0	0	0	0	0
ENSMUSG00000104134.1	0	0	0	0	0	0
ENSMUSG00000104135.1	0	0	0	0	0	0
ENSMUSG00000104136.1	0	0	0	0	0	0
ENSMUSG00000104137.1	0	0	0	0	0	0
ENSMUSG00000104138.1	0	0	0	0	0	0
ENSMUSG00000104140.1	0	0	0	1	0	0
ENSMUSG00000104141.1	0	1	1	1	0	0
ENSMUSG00000104142.1	0	0	0	0	0	0
ENSMUSG00000104144.1	0	0	0	0	0	0
ENSMUSG00000104145.1	0	0	0	0	0	0
ENSMUSG00000104147.1	0	0	0	0	0	0
ENSMUSG00000104148.5	0	0	0	0	0	2
ENSMUSG00000104149.1	0	0	2	0	0	0
ENSMUSG00000104150.2	0	0	0	0	0	0
ENSMUSG00000104152.1	0	0	0	0	0	0
ENSMUSG00000104153.1	0	0	0	0	0	0
ENSMUSG00000104154.1	0	0	5	0	2	1
ENSMUSG00000104155.1	0	0	0	0	0	0
ENSMUSG00000104156.2	8	4	7	11	7	7
ENSMUSG00000104157.1	0	0	0	0	0	0
ENSMUSG00000104158.2	8	2	7	8	6	4
ENSMUSG00000104159.1	0	0	0	0	0	0
ENSMUSG00000104161.1	0	0	0	0	0	0
ENSMUSG00000104162.1	0	0	0	0	0	0
ENSMUSG00000104163.1	0	0	0	0	0	0
ENSMUSG00000104164.1	1	0	2	2	1	2
ENSMUSG00000104165.1	0	0	0	0	0	0
ENSMUSG00000104166.1	0	0	0	0	0	0
ENSMUSG00000104167.1	0	0	0	0	0	0
ENSMUSG00000104168.1	3	1	9	2	5	1
ENSMUSG00000104169.1	0	0	0	0	0	0
ENSMUSG00000104170.1	0	0	0	0	0	0
ENSMUSG00000104171.1	0	0	0	0	0	0
ENSMUSG00000104172.1	0	0	0	0	0	0
ENSMUSG00000104173.1	0	0	0	0	0	0
ENSMUSG00000104174.1	0	0	0	0	0	0
ENSMUSG00000104175.1	0	0	0	0	0	0
ENSMUSG00000104176.1	0	0	0	0	0	0
ENSMUSG00000104177.1	0	0	0	0	0	0
ENSMUSG00000104178.1	0	0	0	0	0	0
ENSMUSG00000104180.1	0	0	0	0	0	0
ENSMUSG00000104181.1	1	0	2	1	0	0
ENSMUSG00000104182.1	0	0	0	0	0	0
ENSMUSG00000104183.1	0	0	0	0	0	0
ENSMUSG00000104184.1	0	0	1	0	0	0
ENSMUSG00000104185.1	0	1	0	0	0	0
ENSMUSG00000104186.1	0	0	0	0	0	0
ENSMUSG00000104187.1	0	0	0	0	0	0
ENSMUSG00000104188.1	0	0	0	0	0	1
ENSMUSG00000104189.1	0	0	0	0	0	0
ENSMUSG00000104190.1	0	0	0	0	0	0
ENSMUSG00000104192.1	0	0	0	0	0	0
ENSMUSG00000104194.1	3	0	0	2	2	5
ENSMUSG00000104195.1	0	0	0	0	0	0
ENSMUSG00000104197.1	0	0	0	0	0	0
ENSMUSG00000104198.1	0	0	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0
ENSMUSG00000104200.1	0	0	0	0	0	0
ENSMUSG00000104201.1	0	0	0	0	0	0
ENSMUSG00000104202.1	0	0	0	0	0	0
ENSMUSG00000104203.1	0	0	0	0	0	0
ENSMUSG00000104204.1	0	0	0	0	0	1
ENSMUSG00000104205.1	0	0	0	1	0	0
ENSMUSG00000104206.1	0	0	0	0	0	0
ENSMUSG00000104208.1	2	2	2	3	1	4
ENSMUSG00000104209.1	0	0	0	0	1	0
ENSMUSG00000104210.1	0	0	0	0	0	0
ENSMUSG00000104211.1	10	9	24	9	10	11
ENSMUSG00000104212.1	2	0	0	0	0	7
ENSMUSG00000104213.5	3	1	1	1	2	3
ENSMUSG00000104214.1	0	0	5	1	0	0
ENSMUSG00000104215.1	0	0	0	0	0	0
ENSMUSG00000104216.1	0	0	0	0	1	0
ENSMUSG00000104217.1	0	0	0	0	0	0
ENSMUSG00000104218.1	2	1	1	3	1	1
ENSMUSG00000104219.1	0	0	0	0	0	0
ENSMUSG00000104220.1	0	0	0	0	0	0
ENSMUSG00000104221.1	0	1	0	0	0	0
ENSMUSG00000104222.1	0	2	3	0	0	0
ENSMUSG00000104223.1	0	0	0	0	0	0
ENSMUSG00000104224.1	0	0	0	0	0	0
ENSMUSG00000104225.1	0	0	0	1	0	0
ENSMUSG00000104226.1	0	0	0	1	0	2
ENSMUSG00000104227.1	0	0	0	0	0	0
ENSMUSG00000104229.1	0	0	0	0	0	0
ENSMUSG00000104230.1	0	0	0	0	0	0
ENSMUSG00000104231.1	0	0	0	0	0	0
ENSMUSG00000104232.1	0	0	0	0	0	0
ENSMUSG00000104233.1	0	0	0	0	0	0
ENSMUSG00000104234.1	0	0	0	0	0	0
ENSMUSG00000104235.1	0	0	4	1	0	2
ENSMUSG00000104236.1	0	0	0	0	0	0
ENSMUSG00000104237.1	0	0	1	0	0	0
ENSMUSG00000104238.1	0	0	0	0	0	0
ENSMUSG00000104239.1	0	0	2	1	0	0
ENSMUSG00000104240.1	1	0	0	0	0	0
ENSMUSG00000104241.1	0	0	0	0	0	0
ENSMUSG00000104242.1	0	0	0	0	0	0
ENSMUSG00000104243.1	1	0	0	1	0	1
ENSMUSG00000104244.1	0	0	0	0	0	0
ENSMUSG00000104245.1	1	0	0	0	1	0
ENSMUSG00000104248.1	0	0	2	0	0	0
ENSMUSG00000104249.1	0	0	0	0	0	0
ENSMUSG00000104251.1	0	0	0	0	0	0
ENSMUSG00000104252.5	0	0	0	0	0	0
ENSMUSG00000104253.1	2	0	0	0	0	3
ENSMUSG00000104254.1	0	0	0	0	0	0
ENSMUSG00000104256.2	0	0	0	0	0	0
ENSMUSG00000104257.1	0	0	0	0	0	0
ENSMUSG00000104258.1	0	0	0	0	0	0
ENSMUSG00000104261.1	0	0	0	0	0	0
ENSMUSG00000104262.1	1	2	0	0	1	0
ENSMUSG00000104263.1	0	0	0	0	0	0
ENSMUSG00000104264.1	0	0	0	0	0	0
ENSMUSG00000104265.1	0	0	0	0	0	0
ENSMUSG00000104266.1	0	0	0	0	0	0
ENSMUSG00000104268.1	0	0	0	0	0	0
ENSMUSG00000104269.1	0	0	0	0	0	0
ENSMUSG00000104270.1	0	0	0	0	0	0
ENSMUSG00000104271.1	2	1	2	0	2	4
ENSMUSG00000104272.1	0	0	0	0	1	0
ENSMUSG00000104273.1	0	0	0	0	0	0
ENSMUSG00000104274.1	0	0	0	0	0	0
ENSMUSG00000104275.1	0	0	0	0	0	0
ENSMUSG00000104276.1	1	0	0	0	0	0
ENSMUSG00000104277.1	0	1	3	0	2	0
ENSMUSG00000104278.1	0	0	0	0	0	0
ENSMUSG00000104279.1	1	1	1	0	0	0
ENSMUSG00000104280.1	0	0	1	0	0	0
ENSMUSG00000104281.1	0	0	0	0	0	0
ENSMUSG00000104282.1	0	0	0	0	0	0
ENSMUSG00000104283.1	0	0	4	2	2	1
ENSMUSG00000104284.1	1	1	0	1	0	0
ENSMUSG00000104285.1	0	0	0	0	0	0
ENSMUSG00000104286.1	39	19	45	20	31	18
ENSMUSG00000104287.1	0	3	1	0	0	0
ENSMUSG00000104288.1	0	0	0	0	0	0
ENSMUSG00000104290.1	0	0	0	0	0	0
ENSMUSG00000104291.1	0	0	0	0	0	0
ENSMUSG00000104292.1	2	1	4	2	1	1
ENSMUSG00000104293.1	3	6	5	2	1	5
ENSMUSG00000104294.1	0	0	0	0	0	0
ENSMUSG00000104295.1	0	0	0	0	0	0
ENSMUSG00000104296.1	0	0	0	0	0	0
ENSMUSG00000104297.1	0	0	0	0	0	0
ENSMUSG00000104298.1	0	0	0	0	0	0
ENSMUSG00000104299.1	80	56	116	74	56	71
ENSMUSG00000104301.3	5	0	2	9	3	0
ENSMUSG00000104302.1	0	0	0	3	0	0
ENSMUSG00000104303.1	728	233	611	636	682	560
ENSMUSG00000104304.1	0	1	0	0	0	0
ENSMUSG00000104306.1	0	0	0	0	0	0
ENSMUSG00000104307.1	0	0	0	0	0	0
ENSMUSG00000104308.1	0	0	0	0	0	0
ENSMUSG00000104309.1	5	2	7	7	4	5
ENSMUSG00000104310.1	0	0	0	0	0	0
ENSMUSG00000104311.1	0	0	0	0	0	0
ENSMUSG00000104312.1	0	0	0	0	0	0
ENSMUSG00000104313.1	0	1	1	0	0	1
ENSMUSG00000104314.1	1	0	2	0	1	0
ENSMUSG00000104315.1	0	0	0	1	0	0
ENSMUSG00000104316.1	0	1	0	2	1	0
ENSMUSG00000104317.1	0	0	0	0	0	0
ENSMUSG00000104318.1	0	0	0	0	0	0
ENSMUSG00000104319.1	0	0	0	0	0	0
ENSMUSG00000104320.1	0	0	0	0	0	0
ENSMUSG00000104323.1	0	0	0	0	0	0
ENSMUSG00000104324.1	0	0	0	0	0	0
ENSMUSG00000104325.1	0	0	0	1	0	0
ENSMUSG00000104326.1	0	0	0	0	0	0
ENSMUSG00000104327.1	0	0	0	0	0	0
ENSMUSG00000104328.1	0	0	0	0	0	0
ENSMUSG00000104329.1	1	0	0	0	0	0
ENSMUSG00000104330.1	1	0	0	0	0	0
ENSMUSG00000104331.1	1	0	1	1	0	0
ENSMUSG00000104332.1	0	0	0	0	0	0
ENSMUSG00000104333.1	1	0	0	0	0	0
ENSMUSG00000104334.1	3	1	1	1	5	1
ENSMUSG00000104335.1	0	0	0	0	0	0
ENSMUSG00000104336.1	0	0	0	0	0	0
ENSMUSG00000104337.1	0	0	0	0	0	0
ENSMUSG00000104338.1	0	0	0	0	0	0
ENSMUSG00000104339.1	1	0	0	0	3	1
ENSMUSG00000104340.1	0	5	10	0	0	0
ENSMUSG00000104341.1	0	0	0	0	0	0
ENSMUSG00000104342.1	10	8	10	10	8	9
ENSMUSG00000104343.1	0	0	0	0	0	0
ENSMUSG00000104344.1	2	0	0	0	3	0
ENSMUSG00000104346.1	0	0	1	0	2	0
ENSMUSG00000104347.1	0	0	0	0	0	0
ENSMUSG00000104348.1	2	0	0	6	4	9
ENSMUSG00000104349.1	0	0	0	0	0	0
ENSMUSG00000104350.1	0	0	0	0	0	0
ENSMUSG00000104351.1	2	0	0	0	0	0
ENSMUSG00000104352.1	0	0	0	0	0	0
ENSMUSG00000104354.1	0	0	0	0	0	0
ENSMUSG00000104355.1	0	0	0	0	0	0
ENSMUSG00000104358.1	0	0	0	0	0	0
ENSMUSG00000104360.1	0	0	0	0	0	0
ENSMUSG00000104361.1	0	0	0	0	0	0
ENSMUSG00000104362.1	0	0	0	0	0	0
ENSMUSG00000104363.1	0	0	0	0	0	0
ENSMUSG00000104364.1	0	0	0	0	0	0
ENSMUSG00000104365.1	0	0	0	0	0	0
ENSMUSG00000104366.1	0	0	0	0	0	1
ENSMUSG00000104367.1	2	0	2	4	0	1
ENSMUSG00000104368.1	0	0	0	0	0	0
ENSMUSG00000104369.1	1	0	0	0	0	0
ENSMUSG00000104370.1	0	0	0	0	0	0
ENSMUSG00000104371.1	0	0	0	0	0	0
ENSMUSG00000104373.1	0	0	0	0	0	0
ENSMUSG00000104374.1	0	0	0	0	0	0
ENSMUSG00000104375.1	2	1	0	3	5	3
